,Location,Year,Number,Population,Rate
89,Princeton,2015.0,0.0,821.0,0.0
90,Prospect,2008.0,0.0,666.0,0.0
91,Prospect,2009.0,0.0,693.0,0.0
92,Prospect,2010.0,0.0,709.0,0.0
93,Prospect,2011.0,0.0,698.0,0.0
94,Prospect,2012.0,0.0,704.0,0.0
95,Prospect,2015.0,0.0,711.0,0.0
96,Randolph,2009.0,0.0,1859.0,0.0
97,Randolph,2010.0,0.0,1772.0,0.0
98,Randolph,2012.0,0.0,1758.0,0.0
99,Randolph,2013.0,0.0,1738.0,0.0
100,Randolph,2015.0,0.0,1731.0,0.0
101,Rangeley,2008.0,0.0,1089.0,0.0
102,Rangeley,2012.0,0.0,1161.0,0.0
103,Rangeley,2014.0,0.0,1172.0,0.0
104,Rangeley,2015.0,0.0,1172.0,0.0
105,Rangeley,2016.0,0.0,1172.0,0.0
106,Rangeley Plt,2008.0,0.0,125.0,0.0
107,Rangeley Plt,2009.0,0.0,164.0,0.0
108,Rangeley Plt,2010.0,0.0,189.0,0.0
109,Rangeley Plt,2011.0,0.0,188.0,0.0
110,Rangeley Plt,2012.0,0.0,187.0,0.0
111,Rangeley Plt,2013.0,0.0,185.0,0.0
2,Rangeley Plt,2014.0,0.0,186.0,0.0
3,Rangeley Plt,2015.0,0.0,186.0,0.0
4,Rangeley Plt,2016.0,0.0,186.0,0.0
5,Reed Plt,2009.0,0.0,175.0,0.0
6,Reed Plt,2010.0,0.0,161.0,0.0
7,Reed Plt,2014.0,0.0,155.0,0.0
8,Reed Plt,2016.0,0.0,155.0,0.0
9,Ripley,2008.0,0.0,460.0,0.0
10,Ripley,2009.0,0.0,479.0,0.0
11,Ripley,2010.0,0.0,488.0,0.0
12,Ripley,2011.0,0.0,487.0,0.0
13,Ripley,2012.0,0.0,486.0,0.0
14,Ripley,2013.0,0.0,476.0,0.0
15,Ripley,2014.0,0.0,469.0,0.0
16,Ripley,2015.0,0.0,469.0,0.0
17,Ripley,2016.0,0.0,469.0,0.0
18,Robbinston,2009.0,0.0,548.0,0.0
19,Robbinston,2011.0,0.0,557.0,0.0
20,Robbinston,2012.0,0.0,551.0,0.0
21,Robbinston,2013.0,0.0,553.0,0.0
22,Robbinston,2014.0,0.0,546.0,0.0
23,Robbinston,2015.0,0.0,546.0,0.0
24,Robbinston,2016.0,0.0,546.0,0.0
25,Rome,2008.0,0.0,1101.0,0.0
26,Rome,2010.0,0.0,1010.0,0.0
27,Rome,2012.0,0.0,1015.0,0.0
28,Rome,2013.0,0.0,1008.0,0.0
29,Rome,2015.0,0.0,1013.0,0.0
30,Roque Bluffs,2009.0,0.0,289.0,0.0
31,Roque Bluffs,2011.0,0.0,303.0,0.0
32,Roque Bluffs,2012.0,0.0,300.0,0.0
33,Roque Bluffs,2013.0,0.0,296.0,0.0
34,Roque Bluffs,2014.0,0.0,291.0,0.0
35,Roque Bluffs,2015.0,0.0,291.0,0.0
36,Roque Bluffs,2016.0,0.0,291.0,0.0
37,Roxbury,2008.0,0.0,391.0,0.0
38,Roxbury,2009.0,0.0,382.0,0.0
39,Roxbury,2010.0,0.0,369.0,0.0
40,Roxbury,2011.0,0.0,372.0,0.0
41,Roxbury,2012.0,0.0,368.0,0.0
42,Roxbury,2013.0,0.0,366.0,0.0
43,Roxbury,2014.0,0.0,361.0,0.0
44,Roxbury,2015.0,0.0,361.0,0.0
45,Roxbury,2016.0,0.0,361.0,0.0
46,Rumford,2009.0,0.0,5954.0,0.0
47,Rumford,2011.0,0.0,5733.0,0.0
48,Saint Agatha,2009.0,0.0,768.0,0.0
49,Saint Agatha,2010.0,0.0,747.0,0.0
50,Saint Agatha,2014.0,0.0,725.0,0.0
51,Saint Agatha,2016.0,0.0,725.0,0.0
52,Saint Albans,2008.0,0.0,1826.0,0.0
53,Saint Albans,2009.0,0.0,1939.0,0.0
54,Saint Albans,2010.0,0.0,2005.0,0.0
55,Saint Albans,2013.0,0.0,2021.0,0.0
56,Saint Albans,2016.0,0.0,2004.0,0.0
57,Saint Francis,2009.0,0.0,512.0,0.0
58,Saint Francis,2010.0,0.0,485.0,0.0
59,Saint Francis,2014.0,0.0,478.0,0.0
60,Saint Francis,2016.0,0.0,478.0,0.0
61,Saint John Plt,2009.0,0.0,265.0,0.0
62,Saint John Plt,2010.0,0.0,267.0,0.0
63,Saint John Plt,2014.0,0.0,273.0,0.0
64,Saint John Plt,2016.0,0.0,273.0,0.0
65,Sandy River Plt,2008.0,0.0,102.0,0.0
66,Sandy River Plt,2009.0,0.0,122.0,0.0
67,Sandy River Plt,2010.0,0.0,133.0,0.0
68,Sandy River Plt,2011.0,0.0,135.0,0.0
69,Sandy River Plt,2012.0,0.0,133.0,0.0
70,Sandy River Plt,2013.0,0.0,133.0,0.0
71,Sandy River Plt,2014.0,0.0,134.0,0.0
72,Sandy River Plt,2015.0,0.0,134.0,0.0
73,Sandy River Plt,2016.0,0.0,134.0,0.0
74,Sangerville,2013.0,0.0,1302.0,0.0
75,Sangerville,2016.0,0.0,1281.0,0.0
76,Searsmont,2008.0,0.0,1368.0,0.0
77,Searsport,2011.0,0.0,2567.0,0.0
78,Searsport,2012.0,0.0,2590.0,0.0
79,Sebago,2010.0,0.0,1719.0,0.0
80,Sebago,2013.0,0.0,1753.0,0.0
81,Sebec,2013.0,0.0,607.0,0.0
82,Sherman,2009.0,0.0,857.0,0.0
83,Sherman,2010.0,0.0,848.0,0.0
84,Sherman,2014.0,0.0,828.0,0.0
85,Sherman,2016.0,0.0,828.0,0.0
86,Shirley,2013.0,0.0,224.0,0.0
87,Shirley,2016.0,0.0,221.0,0.0
88,Smithfield,2008.0,0.0,952.0,0.0
89,Smithfield,2009.0,0.0,1004.0,0.0
90,Smithfield,2010.0,0.0,1033.0,0.0
91,Smithfield,2011.0,0.0,1043.0,0.0
92,Smithfield,2012.0,0.0,1034.0,0.0
93,Smithfield,2014.0,0.0,1016.0,0.0
94,Smithfield,2016.0,0.0,1016.0,0.0
95,Smyrna,2009.0,0.0,457.0,0.0
96,Smyrna,2014.0,0.0,438.0,0.0
97,Smyrna,2016.0,0.0,438.0,0.0
98,Solon,2009.0,0.0,1040.0,0.0
99,Solon,2010.0,0.0,1053.0,0.0
100,Solon,2011.0,0.0,1035.0,0.0
101,Solon,2013.0,0.0,1048.0,0.0
102,Solon,2014.0,0.0,1026.0,0.0
103,Solon,2016.0,0.0,1026.0,0.0
104,Somerville,2008.0,0.0,535.0,0.0
105,Somerville,2009.0,0.0,543.0,0.0
106,Somerville,2011.0,0.0,556.0,0.0
107,Somerville,2015.0,0.0,558.0,0.0
108,Sorrento,2008.0,0.0,281.0,0.0
109,Sorrento,2009.0,0.0,280.0,0.0
110,Sorrento,2010.0,0.0,274.0,0.0
111,Sorrento,2011.0,0.0,278.0,0.0
2,Sorrento,2012.0,0.0,278.0,0.0
3,Sorrento,2014.0,0.0,280.0,0.0
4,Sorrento,2015.0,0.0,280.0,0.0
5,South Aroostook,2009.0,0.0,418.0,0.0
6,South Aroostook,2010.0,0.0,386.0,0.0
7,South Aroostook,2014.0,0.0,375.0,0.0
8,South Aroostook,2016.0,0.0,375.0,0.0
9,South Bristol,2010.0,0.0,892.0,0.0
10,South Bristol,2011.0,0.0,876.0,0.0
11,South Franklin,2008.0,0.0,61.0,0.0
12,South Franklin,2009.0,0.0,67.0,0.0
13,South Franklin,2010.0,0.0,69.0,0.0
14,South Franklin,2011.0,0.0,69.0,0.0
15,South Franklin,2012.0,0.0,69.0,0.0
16,South Franklin,2013.0,0.0,69.0,0.0
17,South Franklin,2014.0,0.0,67.0,0.0
18,South Franklin,2015.0,0.0,67.0,0.0
19,South Franklin,2016.0,0.0,67.0,0.0
20,South Oxford,2008.0,0.0,518.0,0.0
21,South Oxford,2009.0,0.0,559.0,0.0
22,South Oxford,2010.0,0.0,579.0,0.0
23,South Oxford,2011.0,0.0,585.0,0.0
24,South Oxford,2012.0,0.0,583.0,0.0
25,South Oxford,2013.0,0.0,583.0,0.0
26,South Oxford,2014.0,0.0,589.0,0.0
27,South Oxford,2015.0,0.0,589.0,0.0
28,South Oxford,2016.0,0.0,589.0,0.0
29,Southport,2008.0,0.0,661.0,0.0
30,Southport,2009.0,0.0,631.0,0.0
31,Southport,2010.0,0.0,606.0,0.0
32,Southport,2011.0,0.0,587.0,0.0
33,Southport,2013.0,0.0,583.0,0.0
34,Southport,2016.0,0.0,582.0,0.0
35,Southwest Harbor,2008.0,0.0,1930.0,0.0
36,Southwest Harbor,2009.0,0.0,1853.0,0.0
37,Springfield,2008.0,0.0,375.0,0.0
38,Springfield,2010.0,0.0,409.0,0.0
39,Springfield,2011.0,0.0,417.0,0.0
40,Springfield,2012.0,0.0,412.0,0.0
41,Springfield,2013.0,0.0,403.0,0.0
42,Springfield,2014.0,0.0,401.0,0.0
43,Springfield,2015.0,0.0,401.0,0.0
44,Springfield,2016.0,0.0,401.0,0.0
45,Square Lake,2009.0,0.0,587.0,0.0
46,Square Lake,2010.0,0.0,594.0,0.0
47,Square Lake,2014.0,0.0,606.0,0.0
48,Square Lake,2016.0,0.0,606.0,0.0
49,Stacyville,2008.0,0.0,393.0,0.0
50,Stacyville,2010.0,0.0,396.0,0.0
51,Stacyville,2011.0,0.0,397.0,0.0
52,Stacyville,2012.0,0.0,393.0,0.0
53,Stacyville,2013.0,0.0,386.0,0.0
54,Stacyville,2014.0,0.0,391.0,0.0
55,Stacyville,2015.0,0.0,391.0,0.0
56,Stacyville,2016.0,0.0,391.0,0.0
57,Starks,2008.0,0.0,593.0,0.0
58,Starks,2009.0,0.0,624.0,0.0
59,Starks,2010.0,0.0,640.0,0.0
60,Starks,2011.0,0.0,651.0,0.0
61,Starks,2012.0,0.0,646.0,0.0
62,Starks,2013.0,0.0,643.0,0.0
63,Starks,2016.0,0.0,633.0,0.0
64,Stetson,2008.0,0.0,1143.0,0.0
65,Stetson,2010.0,0.0,1202.0,0.0
66,Stetson,2011.0,0.0,1200.0,0.0
67,Stetson,2012.0,0.0,1212.0,0.0
68,Stetson,2013.0,0.0,1214.0,0.0
69,Steuben,2013.0,0.0,1139.0,0.0
70,Steuben,2014.0,0.0,1126.0,0.0
71,Stockholm,2009.0,0.0,244.0,0.0
72,Stockholm,2010.0,0.0,253.0,0.0
73,Stockholm,2014.0,0.0,253.0,0.0
74,Stockholm,2016.0,0.0,253.0,0.0
75,Stockton Springs,2009.0,0.0,1578.0,0.0
76,Stoneham,2008.0,0.0,270.0,0.0
77,Stoneham,2009.0,0.0,254.0,0.0
78,Stoneham,2010.0,0.0,236.0,0.0
79,Stoneham,2011.0,0.0,238.0,0.0
80,Stoneham,2012.0,0.0,237.0,0.0
81,Stoneham,2013.0,0.0,237.0,0.0
82,Stoneham,2014.0,0.0,235.0,0.0
83,Stoneham,2015.0,0.0,235.0,0.0
84,Stoneham,2016.0,0.0,235.0,0.0
85,Stonington,2008.0,0.0,1165.0,0.0
86,Stonington,2009.0,0.0,1106.0,0.0
87,Stonington,2010.0,0.0,1043.0,0.0
88,Stow,2008.0,0.0,346.0,0.0
89,Stow,2009.0,0.0,372.0,0.0
90,Stow,2010.0,0.0,385.0,0.0
91,Stow,2012.0,0.0,385.0,0.0
92,Stow,2013.0,0.0,382.0,0.0
93,Stow,2014.0,0.0,380.0,0.0
94,Stow,2015.0,0.0,380.0,0.0
95,Stow,2016.0,0.0,380.0,0.0
96,Strong,2008.0,0.0,1206.0,0.0
97,Strong,2011.0,0.0,1223.0,0.0
98,Strong,2013.0,0.0,1192.0,0.0
99,Strong,2014.0,0.0,1178.0,0.0
100,Strong,2015.0,0.0,1178.0,0.0
101,Sullivan,2008.0,0.0,1229.0,0.0
102,Sullivan,2010.0,0.0,1236.0,0.0
103,Sullivan,2011.0,0.0,1256.0,0.0
104,Sullivan,2012.0,0.0,1260.0,0.0
105,Sullivan,2013.0,0.0,1257.0,0.0
106,Sullivan,2014.0,0.0,1267.0,0.0
107,Sumner,2008.0,0.0,825.0,0.0
108,Sumner,2009.0,0.0,900.0,0.0
109,Sumner,2010.0,0.0,939.0,0.0
110,Sumner,2011.0,0.0,953.0,0.0
111,Sumner,2012.0,0.0,949.0,0.0
2,Sumner,2015.0,0.0,961.0,0.0
3,Surry,2008.0,0.0,1437.0,0.0
4,Surry,2011.0,0.0,1473.0,0.0
5,Surry,2012.0,0.0,1464.0,0.0
6,Swans Island,2008.0,0.0,340.0,0.0
7,Swans Island,2009.0,0.0,338.0,0.0
8,Swans Island,2012.0,0.0,335.0,0.0
9,Swanville,2012.0,0.0,1389.0,0.0
10,Swanville,2015.0,0.0,1414.0,0.0
11,Sweden,2008.0,0.0,364.0,0.0
12,Sweden,2009.0,0.0,383.0,0.0
13,Sweden,2010.0,0.0,391.0,0.0
14,Sweden,2013.0,0.0,389.0,0.0
15,Sweden,2014.0,0.0,384.0,0.0
16,Sweden,2015.0,0.0,384.0,0.0
17,Sweden,2016.0,0.0,384.0,0.0
18,Talmadge,2009.0,0.0,63.0,0.0
19,Talmadge,2011.0,0.0,65.0,0.0
20,Talmadge,2012.0,0.0,62.0,0.0
21,Talmadge,2013.0,0.0,60.0,0.0
22,Talmadge,2014.0,0.0,61.0,0.0
23,Talmadge,2015.0,0.0,61.0,0.0
24,Talmadge,2016.0,0.0,61.0,0.0
25,Temple,2008.0,0.0,558.0,0.0
26,Temple,2009.0,0.0,549.0,0.0
27,Temple,2011.0,0.0,525.0,0.0
28,Temple,2012.0,0.0,528.0,0.0
29,Temple,2013.0,0.0,531.0,0.0
30,Temple,2014.0,0.0,527.0,0.0
31,Temple,2015.0,0.0,527.0,0.0
32,Temple,2016.0,0.0,527.0,0.0
33,Thorndike,2008.0,0.0,791.0,0.0
34,Thorndike,2009.0,0.0,851.0,0.0
35,Thorndike,2010.0,0.0,890.0,0.0
36,Thorndike,2011.0,0.0,912.0,0.0
37,Topsfield,2009.0,0.0,232.0,0.0
38,Topsfield,2012.0,0.0,234.0,0.0
39,Topsfield,2013.0,0.0,233.0,0.0
40,Topsfield,2014.0,0.0,231.0,0.0
41,Topsfield,2015.0,0.0,231.0,0.0
42,Topsfield,2016.0,0.0,231.0,0.0
43,Tremont,2008.0,0.0,1586.0,0.0
44,Tremont,2011.0,0.0,1542.0,0.0
45,Tremont,2012.0,0.0,1548.0,0.0
46,Trenton,2009.0,0.0,1481.0,0.0
47,Trenton,2010.0,0.0,1481.0,0.0
48,Trenton,2011.0,0.0,1506.0,0.0
49,Troy,2008.0,0.0,1020.0,0.0
50,Troy,2009.0,0.0,1030.0,0.0
51,Troy,2010.0,0.0,1030.0,0.0
52,Troy,2011.0,0.0,1043.0,0.0
53,Troy,2012.0,0.0,1032.0,0.0
54,Troy,2014.0,0.0,1026.0,0.0
55,Turner,2008.0,0.0,5404.0,0.0
56,Unity,2008.0,0.0,1996.0,0.0
57,Unity,2010.0,0.0,2099.0,0.0
58,Upton,2008.0,0.0,59.0,0.0
59,Upton,2009.0,0.0,91.0,0.0
60,Upton,2010.0,0.0,113.0,0.0
61,Upton,2011.0,0.0,112.0,0.0
62,Upton,2012.0,0.0,111.0,0.0
63,Upton,2013.0,0.0,110.0,0.0
64,Upton,2014.0,0.0,110.0,0.0
65,Upton,2015.0,0.0,110.0,0.0
66,Upton,2016.0,0.0,110.0,0.0
67,Van Buren,2009.0,0.0,2270.0,0.0
68,Van Buren,2010.0,0.0,2171.0,0.0
69,Van Buren,2014.0,0.0,2050.0,0.0
70,Van Buren,2016.0,0.0,2050.0,0.0
71,Vanceboro,2009.0,0.0,141.0,0.0
72,Vanceboro,2011.0,0.0,142.0,0.0
73,Vanceboro,2012.0,0.0,141.0,0.0
74,Vanceboro,2013.0,0.0,139.0,0.0
75,Vanceboro,2014.0,0.0,137.0,0.0
76,Vanceboro,2015.0,0.0,137.0,0.0
77,Vanceboro,2016.0,0.0,137.0,0.0
78,Veazie,2008.0,0.0,1871.0,0.0
79,Veazie,2010.0,0.0,1919.0,0.0
80,Veazie,2011.0,0.0,1928.0,0.0
81,Veazie,2013.0,0.0,1940.0,0.0
82,Veazie,2015.0,0.0,1898.0,0.0
83,Verona Island,2008.0,0.0,548.0,0.0
84,Verona Island,2009.0,0.0,551.0,0.0
85,Verona Island,2011.0,0.0,542.0,0.0
86,Verona Island,2012.0,0.0,542.0,0.0
87,Verona Island,2016.0,0.0,542.0,0.0
88,Vienna,2008.0,0.0,595.0,0.0
89,Vienna,2009.0,0.0,583.0,0.0
90,Vienna,2011.0,0.0,577.0,0.0
91,Vienna,2012.0,0.0,577.0,0.0
92,Vienna,2013.0,0.0,580.0,0.0
93,Vienna,2014.0,0.0,585.0,0.0
94,Vienna,2016.0,0.0,585.0,0.0
95,Vinalhaven,2008.0,0.0,1334.0,0.0
96,Vinalhaven,2009.0,0.0,1227.0,0.0
97,Vinalhaven,2012.0,0.0,1167.0,0.0
98,Wade,2009.0,0.0,264.0,0.0
99,Wade,2010.0,0.0,283.0,0.0
100,Wade,2014.0,0.0,268.0,0.0
101,Wade,2016.0,0.0,268.0,0.0
102,Waite,2009.0,0.0,102.0,0.0
103,Waite,2011.0,0.0,104.0,0.0
104,Waite,2012.0,0.0,102.0,0.0
105,Waite,2013.0,0.0,101.0,0.0
106,Waite,2014.0,0.0,100.0,0.0
107,Waite,2015.0,0.0,100.0,0.0
108,Waite,2016.0,0.0,100.0,0.0
109,Waldo,2009.0,0.0,828.0,0.0
110,Waldo,2011.0,0.0,783.0,0.0
111,Waldo,2013.0,0.0,756.0,0.0
2,Waldo,2014.0,0.0,806.0,0.0
3,Waldo,2015.0,0.0,806.0,0.0
4,Wales,2008.0,0.0,1492.0,0.0
5,Wales,2010.0,0.0,1616.0,0.0
6,Wallagrass,2010.0,0.0,546.0,0.0
7,Wallagrass,2014.0,0.0,568.0,0.0
8,Wallagrass,2016.0,0.0,568.0,0.0
9,Waltham,2008.0,0.0,332.0,0.0
10,Waltham,2009.0,0.0,347.0,0.0
11,Waltham,2010.0,0.0,353.0,0.0
12,Waltham,2011.0,0.0,361.0,0.0
13,Waltham,2012.0,0.0,360.0,0.0
14,Waltham,2013.0,0.0,357.0,0.0
15,Waltham,2015.0,0.0,364.0,0.0
16,Waltham,2016.0,0.0,364.0,0.0
17,Washburn,2009.0,0.0,1656.0,0.0
18,Washburn,2010.0,0.0,1687.0,0.0
19,Washburn,2014.0,0.0,1624.0,0.0
20,Washburn,2016.0,0.0,1624.0,0.0
21,Waterford,2008.0,0.0,1506.0,0.0
22,Waterford,2009.0,0.0,1549.0,0.0
23,Waterford,2010.0,0.0,1553.0,0.0
24,Waterford,2011.0,0.0,1572.0,0.0
25,Waterford,2016.0,0.0,1549.0,0.0
26,Waterville,2009.0,0.0,15793.0,0.0
27,Webster Plt,2008.0,0.0,81.0,0.0
28,Webster Plt,2010.0,0.0,85.0,0.0
29,Webster Plt,2011.0,0.0,87.0,0.0
30,Webster Plt,2012.0,0.0,86.0,0.0
31,Webster Plt,2013.0,0.0,84.0,0.0
32,Webster Plt,2014.0,0.0,84.0,0.0
33,Webster Plt,2015.0,0.0,84.0,0.0
34,Webster Plt,2016.0,0.0,84.0,0.0
35,Weld,2008.0,0.0,379.0,0.0
36,Weld,2010.0,0.0,419.0,0.0
37,Weld,2011.0,0.0,420.0,0.0
38,Weld,2012.0,0.0,417.0,0.0
39,Weld,2013.0,0.0,412.0,0.0
40,Weld,2014.0,0.0,408.0,0.0
41,Weld,2015.0,0.0,408.0,0.0
42,Weld,2016.0,0.0,408.0,0.0
43,Wellington,2013.0,0.0,251.0,0.0
44,Wellington,2016.0,0.0,248.0,0.0
45,Wesley,2009.0,0.0,102.0,0.0
46,Wesley,2011.0,0.0,100.0,0.0
47,Wesley,2012.0,0.0,97.0,0.0
48,Wesley,2013.0,0.0,96.0,0.0
49,Wesley,2014.0,0.0,95.0,0.0
50,Wesley,2015.0,0.0,95.0,0.0
51,Wesley,2016.0,0.0,95.0,0.0
52,West Bath,2010.0,0.0,1877.0,0.0
53,West Bath,2011.0,0.0,1876.0,0.0
54,West Bath,2013.0,0.0,1870.0,0.0
55,West Forks Plt,2009.0,0.0,53.0,0.0
56,West Forks Plt,2010.0,0.0,60.0,0.0
57,West Forks Plt,2011.0,0.0,61.0,0.0
58,West Forks Plt,2012.0,0.0,60.0,0.0
59,West Forks Plt,2013.0,0.0,60.0,0.0
60,West Forks Plt,2014.0,0.0,61.0,0.0
61,West Forks Plt,2015.0,0.0,61.0,0.0
62,West Forks Plt,2016.0,0.0,61.0,0.0
63,West Paris,2008.0,0.0,1630.0,0.0
64,West Paris,2009.0,0.0,1753.0,0.0
65,West Paris,2010.0,0.0,1812.0,0.0
66,West Paris,2012.0,0.0,1785.0,0.0
67,West Paris,2013.0,0.0,1782.0,0.0
68,West Paris,2015.0,0.0,1773.0,0.0
69,Westfield,2009.0,0.0,560.0,0.0
70,Westfield,2010.0,0.0,549.0,0.0
71,Westfield,2014.0,0.0,523.0,0.0
72,Westfield,2016.0,0.0,523.0,0.0
73,Westmanland,2009.0,0.0,65.0,0.0
74,Westmanland,2010.0,0.0,62.0,0.0
75,Westmanland,2014.0,0.0,62.0,0.0
76,Westmanland,2016.0,0.0,62.0,0.0
77,Weston,2009.0,0.0,212.0,0.0
78,Weston,2010.0,0.0,228.0,0.0
79,Weston,2014.0,0.0,214.0,0.0
80,Weston,2016.0,0.0,214.0,0.0
81,Westport Island,2008.0,0.0,769.0,0.0
82,Westport Island,2010.0,0.0,718.0,0.0
83,Westport Island,2012.0,0.0,709.0,0.0
84,Whiting,2009.0,0.0,481.0,0.0
85,Whiting,2011.0,0.0,480.0,0.0
86,Whiting,2012.0,0.0,480.0,0.0
87,Whiting,2013.0,0.0,478.0,0.0
88,Whiting,2014.0,0.0,477.0,0.0
89,Whiting,2015.0,0.0,477.0,0.0
90,Whitneyville,2009.0,0.0,223.0,0.0
91,Whitneyville,2011.0,0.0,223.0,0.0
92,Whitneyville,2012.0,0.0,224.0,0.0
93,Whitneyville,2013.0,0.0,221.0,0.0
94,Whitneyville,2014.0,0.0,227.0,0.0
95,Whitneyville,2015.0,0.0,227.0,0.0
96,Whitneyville,2016.0,0.0,227.0,0.0
97,Willimantic,2013.0,0.0,146.0,0.0
98,Willimantic,2016.0,0.0,148.0,0.0
99,Wilton,2008.0,0.0,4004.0,0.0
100,Wilton,2011.0,0.0,4101.0,0.0
101,Wilton,2013.0,0.0,4066.0,0.0
102,Wilton,2016.0,0.0,4049.0,0.0
103,Winn,2008.0,0.0,412.0,0.0
104,Winn,2010.0,0.0,407.0,0.0
105,Winn,2011.0,0.0,415.0,0.0
106,Winn,2012.0,0.0,411.0,0.0
107,Winn,2013.0,0.0,401.0,0.0
108,Winn,2014.0,0.0,400.0,0.0
109,Winn,2015.0,0.0,400.0,0.0
110,Winn,2016.0,0.0,400.0,0.0
111,Winter Harbor,2008.0,0.0,964.0,0.0
2,Winter Harbor,2009.0,0,715.0,0.0
3,Winter Harbor,2010.0,0,516.0,0.0
4,Winter Harbor,2011.0,0,521.0,0.0
5,Winter Harbor,2012.0,0,511.0,0.0
6,Winter Harbor,2013.0,0,511.0,0.0
7,Winter Harbor,2014.0,0,510.0,0.0
8,Winter Harbor,2015.0,0,510.0,0.0
9,Winterport,2008.0,0,3544.0,0.0
10,Winterport,2009.0,0,3679.0,0.0
11,Winterport,2011.0,0,3736.0,0.0
12,Winterport,2013.0,0,3787.0,0.0
13,Winterport,2016.0,0,3784.0,0.0
14,Winterville Plt,2009.0,0,205.0,0.0
15,Winterville Plt,2010.0,0,224.0,0.0
16,Winterville Plt,2014.0,0,223.0,0.0
17,Winterville Plt,2016.0,0,223.0,0.0
18,Woodland,2009.0,0,1282.0,0.0
19,Woodland,2010.0,0,1213.0,0.0
20,Woodland,2014.0,0,1186.0,0.0
21,Woodland,2016.0,0,1186.0,0.0
22,Woodstock,2008.0,0,1382.0,0.0
23,Woodstock,2010.0,0,1277.0,0.0
24,Woodstock,2011.0,0,1297.0,0.0
25,Woodstock,2012.0,0,1279.0,0.0
26,Woodstock,2014.0,0,1290.0,0.0
27,Woodstock,2015.0,0,1290.0,0.0
28,Woodstock,2016.0,0,1290.0,0.0
29,Woodville,2008.0,0,281.0,0.0
30,Woodville,2010.0,0,248.0,0.0
31,Woodville,2011.0,0,252.0,0.0
32,Woodville,2012.0,0,253.0,0.0
33,Woodville,2013.0,0,251.0,0.0
34,Woodville,2014.0,0,253.0,0.0
35,Woodville,2015.0,0,253.0,0.0
36,Woodville,2016.0,0,253.0,0.0
37,Wyman Twp,2008.0,0,76.0,0.0
38,Wyman Twp,2009.0,0,84.0,0.0
39,Wyman Twp,2010.0,0,88.0,0.0
40,Wyman Twp,2011.0,0,88.0,0.0
41,Wyman Twp,2012.0,0,86.0,0.0
42,Wyman Twp,2013.0,0,86.0,0.0
43,Wyman Twp,2014.0,0,87.0,0.0
44,Wyman Twp,2015.0,0,87.0,0.0
45,Wyman Twp,2016.0,0,87.0,0.0
46,Abbot,2008.0,NR,614.0,NR
47,Abbot,2009.0,NR,676.0,NR
48,Abbot,2010.0,NR,714.0,NR
49,Abbot,2011.0,NR,713.0,NR
50,Abbot,2012.0,NR,713.0,NR
51,Abbot,2014.0,NR,708.0,NR
52,Abbot,2015.0,NR,708.0,NR
53,Addison,2008.0,NR,1218.0,NR
54,Addison,2010.0,NR,1266.0,NR
55,Alexander,2008.0,NR,505.0,NR
56,Alexander,2010.0,NR,499.0,NR
57,Allagash,2008.0,NR,272.0,NR
58,Allagash,2011.0,NR,244.0,NR
59,Allagash,2012.0,NR,239.0,NR
60,Allagash,2013.0,NR,234.0,NR
61,Allagash,2015.0,NR,230.0,NR
62,Alton,2009.0,NR,878.0,NR
63,Amity,2008.0,NR,219.0,NR
64,Amity,2011.0,NR,238.0,NR
65,Amity,2012.0,NR,232.0,NR
66,Amity,2013.0,NR,226.0,NR
67,Amity,2015.0,NR,227.0,NR
68,Argyle Twp,2009.0,NR,270.0,NR
69,Ashland,2008.0,NR,1445.0,NR
70,Ashland,2011.0,NR,1272.0,NR
71,Ashland,2012.0,NR,1276.0,NR
72,Ashland,2013.0,NR,1262.0,NR
73,Ashland,2015.0,NR,1257.0,NR
74,Atkinson,2008.0,NR,328.0,NR
75,Atkinson,2009.0,NR,329.0,NR
76,Atkinson,2010.0,NR,326.0,NR
77,Atkinson,2011.0,NR,327.0,NR
78,Atkinson,2012.0,NR,325.0,NR
79,Atkinson,2014.0,NR,316.0,NR
80,Atkinson,2015.0,NR,316.0,NR
81,Baileyville,2008.0,NR,1558.0,NR
82,Baileyville,2010.0,NR,1521.0,NR
83,Bancroft Twp,2008.0,NR,61.0,NR
84,Bancroft Twp,2011.0,NR,70.0,NR
85,Bancroft Twp,2012.0,NR,66.0,NR
86,Bancroft Twp,2013.0,NR,64.0,NR
87,Bancroft Twp,2015.0,NR,63.0,NR
88,Bangor,2009.0,NR,32840.0,NR
89,Baring Plt,2008.0,NR,260.0,NR
90,Baring Plt,2010.0,NR,251.0,NR
91,Beals,2008.0,NR,639.0,NR
92,Beals,2010.0,NR,508.0,NR
93,Beaver Cove,2008.0,NR,84.0,NR
94,Beaver Cove,2009.0,NR,107.0,NR
95,Beaver Cove,2010.0,NR,122.0,NR
96,Beaver Cove,2011.0,NR,122.0,NR
97,Beaver Cove,2012.0,NR,121.0,NR
98,Beaver Cove,2014.0,NR,121.0,NR
99,Beaver Cove,2015.0,NR,121.0,NR
100,Beddington,2008.0,NR,28.0,NR
101,Beddington,2009.0,NR,41.0,NR
102,Beddington,2010.0,NR,50.0,NR
103,Beddington,2013.0,NR,48.0,NR
104,Beddington,2014.0,NR,47.0,NR
105,Beddington,2015.0,NR,47.0,NR
106,Beddington,2016.0,NR,47.0,NR
